"","char.name","char.stat","char.value"
"16044","Konrad Topolski","Portrayed by","Piotr Baumann"
"16045","Konrad Topolski","Introduced by","Sean O'Connor"
"16046","Konrad Topolski","Gender"," Male"
"16047","Konrad Topolski","First Appearance","16 February 2017"
"16048","Konrad Topolski","Last Appearance","5 May 2017"
"16049","Konrad Topolski","Episode Count"," 12 "
"16050","Konrad Topolski","Status","Alive"
"16051","Konrad Topolski","Occupation","Shopkeeper"
"16052","Konrad Topolski","Classification","Present; recurring"
"16053","Konrad Topolski","Page Links:","What Links Here"
"16054","Kris (26 May 2020)","Portrayed by","Jacob Maynard (search)"
"16055","Kris (26 May 2020)","Introduced by","Kate Oates Jon Sen"
"16056","Kris (26 May 2020)","Gender"," Male"
"16057","Kris (26 May 2020)","Appears on","26 May 2020"
"16058","Kris (26 May 2020)","Episode Count"," 1 "
"16059","Kris (26 May 2020)","Status","Alive"
"16060","Kris (26 May 2020)","Classification","Former; guest"
"16061","Kris (26 May 2020)","Page Links:","What Links Here"
"16062","Kristopher Hanley","Portrayed by","Uncredited (1990) Jonathan Broadbent (2015) (search)"
"16063","Kristopher Hanley","Introduced by","Dominic Treadwell-Collins"
"16064","Kristopher Hanley","Gender"," Male"
"16065","Kristopher Hanley","First Appearance","5 July 1990"
"16066","Kristopher Hanley","Last Appearance","26 February 2015"
"16067","Kristopher Hanley","Episode Count"," 7 "
"16068","Kristopher Hanley","Status","Alive"
"16069","Kristopher Hanley","Occupation","Graphic Designer"
"16070","Kristopher Hanley","Classification","Former; guest"
"16071","Kristopher Hanley","Father","Ron Hanley"
"16072","Kristopher Hanley","Mother","Carol Hanley"
"16073","Kristopher Hanley","Brothers","Jonathan Hanley"
"16074","Kristopher Hanley","Sisters","Diane Hanley"
"16075","Kristopher Hanley","Half-Sisters","Sharon Mitchell"
"16076","Kristopher Hanley","Grandfathers","Thomas Stretton"
"16077","Kristopher Hanley","Nephews","Dennis RickmanAlbie Watts"
"16078","Kristopher Hanley","Page Links:","What Links Here"
"16079","Krystal Cummings","Portrayed by","Rula Lenska (search)"
"16080","Krystal Cummings","Introduced by","Kate Oates Jon Sen"
"16081","Krystal Cummings","Gender"," Female"
"16082","Krystal Cummings","First Appearance","28 January 2002"
"16083","Krystal Cummings","Last Appearance","1 February 2002"
"16084","Krystal Cummings","Episode Count"," 4 "
"16085","Krystal Cummings","Status","Alive"
"16086","Krystal Cummings","Classification","Former; guest"
"16087","Krystal Cummings","Page Links:","What Links Here"
"16088","Kush Kazemi","Birth","Khoroush Kazemi"
"16089","Kush Kazemi","Nicknames","Kush (by everyone)Kushy (by Carmel Kazemi) Mr muscles"
"16090","Kush Kazemi","Portrayed by","Davood Ghadami"
"16091","Kush Kazemi","Introduced by","Dominic Treadwell-Collins (2014)"
"16092","Kush Kazemi","Spin-off Appearances","Queen Vic - Lockdown Pub Quiz (2020)"
"16093","Kush Kazemi","Gender"," Male"
"16094","Kush Kazemi","First Appearance","20 October 2014"
"16095","Kush Kazemi","Last Appearance","19 April 2021"
"16096","Kush Kazemi","Credits","List of appearances"
"16097","Kush Kazemi","Cause/Reason","Died instantly after being pushed in front of an oncoming underground train by Gray Atkins"
"16098","Kush Kazemi","Duration","2014-2021"
"16099","Kush Kazemi","Episode Count"," 642 "
"16100","Kush Kazemi","Doof Doof Count"," 22 "
"16101","Kush Kazemi","Address","25 Albert Square (2021)"
"16102","Kush Kazemi","Status","Deceased"
"16103","Kush Kazemi","Age","35"
"16104","Kush Kazemi","Date of Birth","23 June 1985"
"16105","Kush Kazemi","Date of Death","19 April 2021"
"16106","Kush Kazemi","Occupation","Market Trader"
"16107","Kush Kazemi","Classification","Former; regular"
"16108","Kush Kazemi","Wife","Safirah Kazemi (2012; deceased) Shabnam Masood (2015-2016)"
"16109","Kush Kazemi","Fiancée","Denise Fox (2017)Whitney Dean (2021)"
"16110","Kush Kazemi","Romances","Stacey Branning (2015; affair)Nancy Carter (2016)Talia (2018)Kat Slater (2019-2021)"
"16111","Kush Kazemi","Sons","Zaair Kazemi Arthur Fowler"
"16112","Kush Kazemi","Stepdaughters","Jade Green (2015-2016)"
"16113","Kush Kazemi","Father-in-law","Masood Ahmed (2015-2016)"
"16114","Kush Kazemi","Mother-in-law","Zainab Khan (2015-2016)"
"16115","Kush Kazemi","Father","Umar Kazemi"
"16116","Kush Kazemi","Mother","Carmel Kazemi"
"16117","Kush Kazemi","Brothers","Darius Kazemi Shakil Kazemi (deceased)"
"16118","Kush Kazemi","Brother-in-law","Syed Masood (2015-2016)Tamwar Masood (2015-2016)Kamil Masood (2015-2016)"
"16119","Kush Kazemi","Page Links:","What Links Here"
"16120","Kye Anderson","Portrayed by","Jonathan Harden (search)"
"16121","Kye Anderson","Introduced by","Sean O'Connor"
"16122","Kye Anderson","Gender"," Male"
"16123","Kye Anderson","First Appearance","2 January 2017"
"16124","Kye Anderson","Last Appearance","3 January 2017"
"16125","Kye Anderson","Status","Alive"
"16126","Kye Anderson","Occupation","Police Officer"
"16127","Kye Anderson","Classification","Former; guest"
"16128","Kye Anderson","Page Links:","What Links Here"
"16129","Kyle (2022)","Portrayed by","Will Austin"
"16130","Kyle (2022)","Introduced by","Kate Oates (2022)"
"16131","Kyle (2022)","Gender"," Male"
"16132","Kyle (2022)","First Appearance","27 June 2022"
"16133","Kyle (2022)","Last Appearance","29 June 2022"
"16134","Kyle (2022)","Duration","2022"
"16135","Kyle (2022)","Episode Count"," 3 "
"16136","Kyle (2022)","Status","Alive"
"16137","Kyle (2022)","Occupation","Criminal"
"16138","Kyle (2022)","Classification","Former; guest"
"16139","Kyle (2022)","Page Links:","What Links Here"
"16140","Kyle (27 May 2008)","Portrayed by","Simon Bubb (search)"
"16141","Kyle (27 May 2008)","Introduced by","Diederick Santer"
"16142","Kyle (27 May 2008)","Gender"," Male"
"16143","Kyle (27 May 2008)","Appears on","27 May 2008"
"16144","Kyle (27 May 2008)","Episode Count"," 1 "
"16145","Kyle (27 May 2008)","Status","Alive"
"16146","Kyle (27 May 2008)","Classification","Former; guest"
"16147","Kyle (27 May 2008)","Page Links:","What Links Here"
"16148","Kyle Slater","Other names","Sarah Slater (birth name)"
"16149","Kyle Slater","Portrayed by","Riley Carter Millington (search)"
"16150","Kyle Slater","Introduced by","Dominic Treadwell-Collins"
"16151","Kyle Slater","Gender","Transgender male"
"16152","Kyle Slater","First Appearance","30 October 2015"
"16153","Kyle Slater","Last Appearance","25 November 2016"
"16154","Kyle Slater","Cause/Reason","Moved to Marseille for work"
"16155","Kyle Slater","Duration","2015-2016"
"16156","Kyle Slater","Episode Count"," 69 "
"16157","Kyle Slater","Address","3C Albert Square (2016)  Marseille (2016–)"
"16158","Kyle Slater","Status","Alive"
"16159","Kyle Slater","Age","28"
"16160","Kyle Slater","Date of Birth","30th September 1994"
"16161","Kyle Slater","Occupation","Chef"
"16162","Kyle Slater","Classification","Former; regular"
"16163","Kyle Slater","Romances","Sophie Dodd"
"16164","Kyle Slater","Father","Brian Slater"
"16165","Kyle Slater","Mother","Alison Slater"
"16166","Kyle Slater","Sisters","Siobhan Slater Shannon Slater"
"16167","Kyle Slater","Half-Brothers","Sean Slater"
"16168","Kyle Slater","Half-Sisters","Stacey Slater"
"16169","Kyle Slater","Great-uncles","Charlie Slater Harry Slater"
"16170","Kyle Slater","Nephews","Arthur Fowler"
"16171","Kyle Slater","Nieces","Lily Slater Hope Fowler"
"16172","Kyle Slater","Other known relatives","Tommy Moon Bert Moon Ernie Moon Kat Slater Zoe Slater Luke Slater Belinda Peacock Lynne Slater Little Mo Slater Freddie Slater Cherry Slater"
"16173","Kyle Slater","Page Links:","What Links Here"
"16174","Kylie","Portrayed by","Elarica Gallacher"
"16175","Kylie","Introduced by","Diederick Santer"
"16176","Kylie","Gender"," Female"
"16177","Kylie","First Appearance","24 February 2010"
"16178","Kylie","Last Appearance","1 April 2010"
"16179","Kylie","Episode Count"," 12 "
"16180","Kylie","Status","Alive"
"16181","Kylie","Age","30/31"
"16182","Kylie","Date of Birth","1991/1992"
"16183","Kylie","Occupation","Unemployed"
"16184","Kylie","Classification","Former; guest"
"16185","Kylie","Page Links:","What Links Here"
"16186","Kylie Flaherty","Portrayed by","Uncredited (search)"
"16187","Kylie Flaherty","Gender"," Female"
"16188","Kylie Flaherty","First Appearance","22 September 1997"
"16189","Kylie Flaherty","Last Appearance","25 September 1997"
"16190","Kylie Flaherty","Duration","1997"
"16191","Kylie Flaherty","Address","Kilmoneen, Ireland"
"16192","Kylie Flaherty","Father","Eamonn Flaherty"
"16193","Kylie Flaherty","Mother","Brenda Flaherty"
"16194","Kylie Flaherty","Brothers","Tommy FlahertyCarl Flaherty"
"16195","Kylie Flaherty","Sisters","Colette Flaherty Kylie Flaherty"
"16196","Kylie Flaherty","Grandfathers","Sean Flaherty"
"16197","Kylie Flaherty","Grandmothers","Maggie Flaherty"
"16198","Kylie Flaherty","Uncles","Conor FlahertyJohn FlahertyTommy Flaherty"
"16199","Kylie Flaherty","First cousins","Mary Flaherty"
"16200","Kylie Flaherty","Page Links:","What Links Here"
"16201","Lady Di","Portrayed by","Hot Lips (stage name)   Tottie (real name)  (2014-2018)  Uncredited (2021-)"
"16202","Lady Di","Introduced by","Dominic Treadwell-Collins"
"16203","Lady Di","Gender"," Female"
"16204","Lady Di","First Appearance","26 December 2013"
"16205","Lady Di","Duration","2013-"
"16206","Lady Di","Episode Count"," TBA "
"16207","Lady Di","Doof Doof Count"," 1 "
"16208","Lady Di","Address","46 Albert Square"
"16209","Lady Di","Status","Alive"
"16210","Lady Di","Breed","Bulldog"
"16211","Lady Di","Classification","Present; recurring"
"16212","Lady Di","Owners","Linda Carter Mick Carter Shirley Carter"
"16213","Lady Di","Page Links:","What Links Here"
"16214","Lance","Portrayed by","Uncredited (search)"
"16215","Lance","Introduced by","Sean O'Connor"
"16216","Lance","Gender"," Male"
"16217","Lance","First Appearance","4 July 2017"
"16218","Lance","Last Appearance","27 July 2021"
"16219","Lance","Duration","2017-2021"
"16220","Lance","Episode Count"," 15 "
"16221","Lance","Status","Alive"
"16222","Lance","Occupation","Mechanic"
"16223","Lance","Classification","Former; Extra"
"16224","Lance","Page Links:","What Links Here"
"16225","Lance Byrne","Portrayed by","Ian McElhinney (search)"
"16226","Lance Byrne","Introduced by","Dominic Treadwell-Collins"
"16227","Lance Byrne","Spin-off Appearances","Redwater"
"16228","Lance Byrne","Gender"," Male"
"16229","Lance Byrne","Status","Deceased"
"16230","Lance Byrne","Page Links:","What Links Here"
"16231","Lanky","Portrayed by","Uncredited (search)"
"16232","Lanky","Introduced by","Sean O'Connor"
"16233","Lanky","Gender"," Female"
"16234","Lanky","First Appearance","24 August 2017"
"16235","Lanky","Status","Alive"
"16236","Lanky","Occupation","Undertaker"
"16237","Lanky","Classification","Present; extra"
"16238","Lanky","Page Links:","What Links Here"
"16239","Larry (1998)","Portrayed by","Peter Craze (search)"
"16240","Larry (1998)","Gender"," Male"
"16241","Larry (1998)","Appears on","30 April 1998"
"16242","Larry (1998)","Episode Count"," 1 "
"16243","Larry (1998)","Status","Alive"
"16244","Larry (1998)","Classification","Former; guest"
"16245","Larry (1998)","Page Links:","What Links Here"
"16246","Larry (26 February 2019)","Portrayed by","Uncredited (search)"
"16247","Larry (26 February 2019)","Introduced by","Kate Oates"
"16248","Larry (26 February 2019)","Gender"," Male"
"16249","Larry (26 February 2019)","Appears on","26 February 2019"
"16250","Larry (26 February 2019)","Episode Count"," 1 "
"16251","Larry (26 February 2019)","Status","Alive"
"16252","Larry (26 February 2019)","Classification","Former; guest"
"16253","Larry (26 February 2019)","Page Links:","What Links Here"
"16254","Larry Sanderson","Portrayed by","Michael Aston (search)"
"16255","Larry Sanderson","Introduced by","Kate Oates Jon Sen"
"16256","Larry Sanderson","Gender"," Male"
"16257","Larry Sanderson","Appears on","10 March 2020"
"16258","Larry Sanderson","Episode Count"," 1 "
"16259","Larry Sanderson","Status","Alive"
"16260","Larry Sanderson","Classification","Former; guest"
"16261","Larry Sanderson","Wife","Sheila"
"16262","Larry Sanderson","Page Links:","What Links Here"
"16263","Laura (18 March 2019)","Portrayed by","Elinor Lawless"
"16264","Laura (18 March 2019)","Gender"," Female"
"16265","Laura (18 March 2019)","First Appearance","18 March 2019"
"16266","Laura (18 March 2019)","Last Appearance","5 April 2019"
"16267","Laura (18 March 2019)","Episode Count"," 6 "
"16268","Laura (18 March 2019)","Status","Alive"
"16269","Laura (18 March 2019)","Occupation","ISV advisor"
"16270","Laura (18 March 2019)","Classification","Former; guest"
"16271","Laura (18 March 2019)","Page Links:","What Links Here"
"16272","Laura (1997)","Portrayed by","Add information or Blank (search)"
"16273","Laura (1997)","Introduced by","Kate Oates Chris Clenshaw"
"16274","Laura (1997)","Gender"," Female"
"16275","Laura (1997)","First Appearance","14 June 1997"
"16276","Laura (1997)","Last Appearance","17 June 1997"
"16277","Laura (1997)","Episode Count"," 3 "
"16278","Laura (1997)","Status","Alive"
"16279","Laura (1997)","Occupation","Unemployed"
"16280","Laura (1997)","Classification","Former; guest"
"16281","Laura (1997)","Daughters","Martha"
"16282","Laura (1997)","Page Links:","What Links Here"
"16283","Laura Awoyinka","Portrayed by","Sarah Paul (search)"
"16284","Laura Awoyinka","Introduced by","Kate Oates Jon Sen"
"16285","Laura Awoyinka","Gender"," Female"
"16286","Laura Awoyinka","First Appearance","5 March 2020"
"16287","Laura Awoyinka","Credits","List of appearances"
"16288","Laura Awoyinka","Duration","2020-2021"
"16289","Laura Awoyinka","Episode Count"," 12 "
"16290","Laura Awoyinka","Status","Alive"
"16291","Laura Awoyinka","Occupation","Solicitor"
"16292","Laura Awoyinka","Classification","Former; guest"
"16293","Laura Awoyinka","Page Links:","What Links Here"
"16294","Laura Barnes","Portrayed by","Nicola Weeks (search)"
"16295","Laura Barnes","Introduced by","Sean O'Connor"
"16296","Laura Barnes","Gender"," Female"
"16297","Laura Barnes","First Appearance","26 January 2017"
"16298","Laura Barnes","Last Appearance","30 March 2017"
"16299","Laura Barnes","Status","Alive"
"16300","Laura Barnes","Occupation","Nurse"
"16301","Laura Barnes","Classification","Former; guest"
"16302","Laura Barnes","Page Links:","What Links Here"
"16303","Laura Beale","Portrayed by","Hannah Waterman (search)"
"16304","Laura Beale","Introduced by","John Yorke"
"16305","Laura Beale","Gender"," Female"
"16306","Laura Beale","First Appearance","17 February 2000"
"16307","Laura Beale","Last Appearance","30 April 2004"
"16308","Laura Beale","Credits","List of appearances"
"16309","Laura Beale","Cause/Reason","Died of a broken neck after falling down the stairs tripping on Bobby Beale's toy"
"16310","Laura Beale","Duration","2000–2004"
"16311","Laura Beale","Episode Count"," 410 "
"16312","Laura Beale","Status","Deceased"
"16313","Laura Beale","Date of Birth","28 May 1976"
"16314","Laura Beale","Date of Death","30 April 2004"
"16315","Laura Beale","Occupation","Childminder Chip shop assistantEntrepreneur"
"16316","Laura Beale","Classification","Former; regular"
"16317","Laura Beale","Husband","Ian Beale (2001–04)"
"16318","Laura Beale","Romances","Garry Hobbs"
"16319","Laura Beale","Sons","Bobby Beale"
"16320","Laura Beale","Father","Norman Dunn"
"16321","Laura Beale","Mother","Edwina Dunn"
"16322","Laura Beale","Page Links:","What Links Here"
"16323","Laura Crowe","Portrayed by","Tallulah Sheffield (search)"
"16324","Laura Crowe","Introduced by","Dominic Treadwell-Collins"
"16325","Laura Crowe","Gender"," Female"
"16326","Laura Crowe","First Appearance","29 April 2016"
"16327","Laura Crowe","Last Appearance","2 May 2016"
"16328","Laura Crowe","Status","Alive"
"16329","Laura Crowe","Occupation","Criminal"
"16330","Laura Crowe","Classification","Former; guest"
"16331","Laura Crowe","Page Links:","What Links Here"
"16332","Laura Sneddon","Portrayed by","Nathalie Buscombe (search)"
"16333","Laura Sneddon","Introduced by","Dominic Treadwell-Collins"
"16334","Laura Sneddon","Gender"," Female"
"16335","Laura Sneddon","First Appearance","11 October 2013"
"16336","Laura Sneddon","Last Appearance","29 November 2013"
"16337","Laura Sneddon","Duration","2013"
"16338","Laura Sneddon","Status","Alive"
"16339","Laura Sneddon","Occupation","Nurse"
"16340","Laura Sneddon","Classification","Former; guest"
"16341","Laura Sneddon","Romances","Dexter Hartman"
"16342","Laura Sneddon","Page Links:","What Links Here"
"16343","Laura Stewart","Portrayed by","Jessica Regan (search)"
"16344","Laura Stewart","Introduced by","Diederick Santer"
"16345","Laura Stewart","Gender"," Female"
"16346","Laura Stewart","Appears on","12 May 2008"
"16347","Laura Stewart","Episode Count"," 1 "
"16348","Laura Stewart","Status","Alive"
"16349","Laura Stewart","Classification","Former; guest"
"16350","Laura Stewart","Page Links:","What Links Here"
"16351","Lauren Branning","Portrayed by","Madeline Duggan (2006-2010) Jacqueline Jossa (2010-2022)"
"16352","Lauren Branning","Introduced by","Kate Harwood (2006) Bryan Kirkwood (2010)"
